2359332	1
3145778	2
3	3
2020382	4
2561877	6
2561495	6
2561899	6
2561022	6
2611106	7
2610267	7
2276716	8
622864	9
624427	9
625483	9
1611945	10
1612430	10
298971	11
299233	11
299135	11
9268	12
11332	12
688772	13
1690203	14
1691106	14
1691206	14
1691448	14
1691893	14
1692122	14
1803867	15
1804265	15
1805253	15
1975200	16
2019400	4
2019661	4
2020079	4
2020349	4
2020521	4
2020568	4
2020940	4
2022202	4
2022218	4
2022901	4
2275853	8
2276539	8
2277045	8
2816096	17
3285671	18
8865	12
8984	12
9025	12
9130	12
9387	12
9406	12
9905	12
10129	12
10584	12
10813	12
11176	12
11288	12
11444	12
12150	12
298564	11
298626	11
298653	11
298679	11
298683	11
298732	11
298779	11
298780	11
298798	11
298819	11
298866	11
298906	11
298926	11
298932	11
298974	11
298989	11
298994	11
299024	11
299045	11
299100	11
299113	11
299174	11
299179	11
299209	11
299232	11
299244	11
299272	11
299273	11
299312	11
299421	11
516085	19
595873	20
596293	20
596504	20
1662883	21
1687698	14
1687716	14
1687841	14
1688072	14
1688492	14
1688545	14
1688797	14
1689789	14
1689823	14
1689972	14
1689995	14
1690567	14
1690692	14
1691611	14
1691648	14
1776856	22
1778577	22
2019577	4
2019653	4
2019725	4
2019760	4
2019862	4
2019897	4
2020097	4
2020319	4
2020350	4
2020547	4
2021595	4
2021642	4
2021920	4
2021947	4
2021956	4
2022029	4
2022155	4
2023363	4
2023365	4
2024931	23
2274648	8
2274677	8
2274709	8
2274824	8
2275138	8
2275351	8
2275365	8
2275374	8
2275532	8
2275710	8
2275948	8
2276028	8
2276059	8
2276352	8
2276623	8
2276942	8
2276953	8
2276970	8
2276981	8
2277161	8
2277303	8
2561042	6
2561102	6
2561195	6
2561246	6
2561351	6
2561394	6
2561446	6
2561581	6
2561651	6
2561911	6
2561960	6
2561968	6
2562020	6
2618858	24
2813263	25
2813287	25
2813312	25
2878517	26
3285635	18
3285958	18
3286007	18
3286040	18
622753	9
1611987	10
1423667	27
298546	11
11079	12
11125	12
11447	12
596097	20
1687724	14
1691190	14
2022366	4
2561361	6
2561765	6
2562132	6
2609287	7
671865	28
1612442	10
298636	11
2561164	6
11772	12
2561330	6
298782	11
298898	11
2019480	4
2019735	4
2021327	4
2022834	4
2023215	4
2561036	6
2561296	6
2561314	6
2561355	6
2561389	6
2561405	6
2562107	6
2813257	25
3285947	18
2561724	6
2562042	6
1949288	29
3076194	30
2023271	4
2610244	7
960	3
402347	31
429763	32
623633	9
623688	9
624115	9
625284	9
299348	11
298607	11
10423	12
298676	11
299115	11
299137	11
299316	11
299393	11
2019877	4
2021608	4
2022067	4
2023394	4
2275525	8
2275747	8
2561002	6
2561235	6
2561275	6
2561302	6
2561374	6
2561395	6
2561577	6
2561604	6
2561679	6
2561727	6
2561819	6
2561830	6
2561857	6
2561860	6
2561875	6
2561902	6
2561925	6
2561983	6
3285632	18
3285838	18
3286010	18
298685	11
298714	11
298848	11
299285	11
299466	11
1688416	14
1777009	22
1777156	22
2022055	4
2022945	4
2276229	8
2276842	8
2277218	8
2561189	6
2561227	6
2561447	6
2561517	6
2561685	6
2561770	6
2561814	6
2562089	6
2562119	6
2618667	24
2813285	25
2813309	25
2813318	25
2879173	26
3285509	18
3285530	18
3285652	18
3285695	18
8996	12
9539	12
10232	12
10362	12
11428	12
11942	12
244116	33
298638	11
298713	11
298726	11
298928	11
298937	11
298939	11
299092	11
299175	11
299362	11
515447	19
515944	19
597115	20
597239	20
690561	34
1688052	14
1688907	14
1690536	14
1690930	14
1690944	14
1691339	14
1805522	15
2019511	4
2020251	4
2020265	4
2020329	4
2020448	4
2021754	4
2022558	4
2022779	4
2022895	4
2023164	4
2023194	4
2275449	8
2275720	8
2275838	8
2275986	8
2276040	8
2276141	8
2276589	8
2276773	8
2276911	8
2276986	8
2277224	8
2561143	6
2561192	6
2561585	6
2618082	24
2618416	24
2618452	24
2618528	24
3368313	35
298772	11
1778292	22
1778597	22
2275105	8
2275311	8
2561622	6
2019703	4
2561106	6
1777540	22
2020784	4
2021088	4
2274678	8
1610688	10
299479	11
9355	12
10198	12
298654	11
298987	11
299292	11
1689489	14
1776901	22
1777593	22
2020767	4
2021487	4
2021528	4
2022387	4
2022409	4
2022818	4
2023276	4
2274727	8
2274973	8
2561072	6
2561136	6
2561163	6
2561261	6
2561313	6
2561332	6
2561535	6
2561917	6
2561972	6
2813296	25
1770818	36
2023232	4
2022035	4
299188	11
299249	11
299025	11
298700	11
1251742	37
299165	11
596186	20
2561598	6
2276820	8
299055	11
298771	11
299110	11
9396	12
9832	12
298836	11
299036	11
299488	11
515460	19
1691619	14
1777460	22
1777622	22
1777859	22
1778470	22
1804412	15
2020024	4
2023267	4
2275435	8
2275713	8
2604932	38
2561239	6
2019839	4
2021565	4
2275483	8
410267	31
403991	31
456483	39
245071	33
243927	33
9654	12
299026	11
298545	11
10408	12
2276709	8
1680054	40
2619120	24
2355897	41
2676285	42
1692062	14
2020585	4
2020861	4
2275663	8
2275770	8
2275774	8
2274808	8
404587	31
407738	31
1339072	43
433586	32
299219	11
299377	11
298557	11
298862	11
298624	11
1636259	44
10174	12
1687807	14
1689098	14
1692301	14
1777133	22
1803942	15
2020945	4
2021107	4
2021574	4
2276061	8
2618555	24
2879499	26
3285582	18
3413850	45
1949293	29
3422766	46
1975499	16
2815922	17
3550968	47
3551074	47
1947216	48
2617679	24
1688045	14
3285699	18
3088744	49
2416317	50
2562031	6
2561825	6
2562096	6
2561092	6
2561336	6
2561621	6
2561509	6
2021313	4
2020655	4
2275505	8
2277183	8
2276069	8
2277305	8
2276270	8
2276928	8
287	3
688131	13
27001	51
456331	39
1407895	52
9270	12
10776	12
299119	11
298579	11
9957	12
515566	19
516087	19
689324	13
1688543	14
1688611	14
1689403	14
1691344	14
1691799	14
1776690	22
1776709	22
1777179	53
1777793	53
2020554	4
2021230	4
2021569	4
2021978	4
2022073	4
2022402	4
2274680	8
2274915	8
2275481	8
2275760	8
2275860	8
2276022	8
2276910	8
2561005	6
2561224	6
2617820	24
2617868	24
2681331	54
3285501	18
3285680	18
3367239	35
1662241	55
1663499	56
1663482	56
1663596	57
1663604	57
1663606	57
1663607	57
1663608	57
1663609	58
1663602	57
1663595	57
1663224	59
1663217	59
1663230	59
1663234	59
1663226	59
1663219	59
1663233	59
1663227	59
1680046	40
2503765	60
2501872	60
1949257	29
1949290	29
1949281	29
1949253	29
1949289	61
1949258	29
1949291	29
1949276	61
1949287	29
1949249	61
1949252	29
1793309	62
2526871	63
2256283	64
1928301	65
3435043	66
2256506	67
2256600	68
2256680	68
2815932	17
2816164	17
2816027	17
2816037	17
2816001	17
2816147	17
2816025	17
1947315	48
1947268	48
1947312	48
1947159	48
1947240	48
1947301	48
2033164	69
2618686	24
2617815	24
2618631	24
2618193	24
2355877	41
2355873	41
3100685	70
1687481	71
2866655	72
2865821	72
2866999	72
2865301	72
2867453	72
2865493	72
2864936	72
3631569	73
2641218	74
2639007	74
2639382	74
2639786	74
1688939	14
1690178	14
1689424	14
1688486	14
3285545	18
3285570	18
3285483	18
3285698	18
3285955	18
3285839	18
3285697	18
3212003	75
3211215	76
3211894	75
3211982	75
3212687	75
3211408	77
3211399	75
3211859	75
3211151	77
3564360	78
3089192	49
3087328	49
3088854	49
3619589	79
3615696	79
2925184	80
2925132	80
2925168	80
2925144	80
2925134	80
2925143	80
2997027	81
3625353	82
3626510	82
3626574	82
3626544	82
3077615	30
2813319	25
2313859	83
3193940	84
3305100	85
3304753	85
2561131	6
2561035	6
2562102	6
2562126	6
2561100	6
2561657	6
2561076	6
2562058	6
2561981	6
2561934	6
2561424	6
2561641	6
2561044	6
